iyear,country_txt,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,gname,nkill,nwound
2015,Nigeria,Kwajaffa,10.484913,12.380308,"04/05/2015: Assailants posing as preachers and armed with firearms, explosives, and incendiary devices, attacked residents and buildings in Kwajaffa village, Borno state, Nigeria. At least 25 people were killed and 30 others were injured in the assault. The assailants also set fire to an unknown number of buildings, including shops and a church. No group claimed responsibility; however, sources attributed the incident to Boko Haram.",Bombing/Explosion,Private Citizens & Property,Boko Haram,25,30
2015,Nigeria,Dorayi,12.779693,6.782386,"04/06/2015: Assailants opened fire on residents in Dorayi village, Zamfara state, Nigeria. At least 11 people were killed and 23 others were injured in the assault. No group claimed responsibility for the attack.",Armed Assault,Private Citizens & Property,Unknown,11,23
2015,Tunisia,Sbiba,35.546145,9.072172,"04/07/2015: Assailants opened fire on a Tunisian Army patrol with guns and projectiles in Sbiba city, Kasserine governorate, Tunisia. At least five soldiers were killed and seven others were wounded in the assault. Jund al-Khilafah (Tunisia) claimed responsibility for the attack.",Armed Assault,Military,Jund al-Khilafah (Tunisia),5,7
2015,Iraq,Fallujah,33.349159,43.784199,"04/08/2015: Assailants fired projectiles that detonated near a marketplace in Fallujah city, Al Anbar governorate, Iraq. At least six people were killed and 10 others were injured in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),6,10
2015,Yemen,Aden,12.825647,44.846416,"04/08/2015: Assailants fired projectiles that detonated near civilian residences in Mualla neighborhood, Aden city, Adan governorate, Yemen. This was one of two neighborhoods of Aden targeted with projectiles on the same day. At least 22 civilians were killed and over 70 others were wounded across both attacks. No group claimed responsibility; however, sources attributed the attacks to Huthis.",Bombing/Explosion,Private Citizens & Property,Houthi extremists (Ansar Allah),11,35
2015,Yemen,Aden,12.825647,44.846416,"04/08/2015: Assailants fired projectiles that detonated near civilian residences in Crater neighborhood, Aden city, Adan governorate, Yemen. This was one of two neighborhoods of Aden targeted with projectiles on the same day. At least 22 civilians were killed and over 70 others were wounded across both attacks. No group claimed responsibility; however, sources attributed the attacks to Huthis.",Bombing/Explosion,Private Citizens & Property,Houthi extremists (Ansar Allah),11,35
2015,Afghanistan,Mazari Sharif,36.70993,67.1157,"04/09/2015: Four assailants armed with suicide vests, projectiles, and firearms attacked the Afghan Ministry of Justice Office of the Attorney General in Mazari Sharif, Balkh province, Afghanistan. At least 14 people, including five Afghan Police officers and all four assailants, were killed and 60 others were injured in the assault. Over a dozen people were also held hostage in the building and it is unknown whether they were among the casualties. The Taliban claimed responsibility and stated that the attack was in retaliation for the alleged ill treatment of detainees.",Hostage Taking (Barricade Incident),Government (General),Taliban,14,60
2015,Afghanistan,Jalalabad,34.417122,70.449593,"04/10/2015: A suicide bomber detonated an explosives-laden vehicle near a North Atlantic Treaty Organization (NATO) convoy of United States soldiers in Jalalabad city, Nangarhar province, Afghanistan. In addition to the bomber, at least four civilians were killed and 12 others were injured in the blast. The Taliban claimed responsibility for the attack.",Bombing/Explosion,Military,Taliban,5,12
2015,Afghanistan,Dara-e Khistak,36.684256,70.945402,"04/10/2015: Assailants opened fire on Afghan National Army (ANA) outposts in Dara-e Khistak village, Badakhshan province, Afghanistan. At least 38 people, including 18 soldiers and 20 assailants, were killed and 25 others, including 10 soldiers and 15 assailants were wounded in the ensuing clash. Additionally, at least seven soldiers were abducted in the assault. Four of the hostages were beheaded a short time later, while the remaining three victims were released on April 14, 2015. Both the Taliban and the Khorasan Chapter of the Islamic State claimed responsibility for the attack.",Hostage Taking (Kidnapping),Military,Taliban,42,25
2015,India,Sukma district,18.391134,81.659273,"04/11/2015: Several assailants opened fire on a Special Task Force (STF) search operation inside Pedmal Forest in Sukma district, Chhattisgarh state, India. At least 42 people, including seven officers and 35 assailants, were killed and 25 others, including 10 officers and 15 assailants, were injured in the ensuing clash. The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the attack.",Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),42,25
2015,Turkey,Yukari Tutek,39.456603,43.775649,"04/11/2015: Assailants opened fire on Turkish Armed Forces (TSK) soldiers in Yukari Tutek village, Agri province, Turkey. At least five assailants were killed and five others, including four soldiers and one assailant, were injured in the ensuing clash. No group claimed responsibility; however, sources attributed the attack to the Kurdistan Workers' Party (PKK).",Armed Assault,Military,Kurdistan Workers' Party (PKK),5,5
2015,Syria,Aleppo,36.201721,37.14352,"04/11/2015: Assailants fired projectiles that landed and detonated in Sulaimaniyah neighborhood, Aleppo city, Aleppo governorate, Syria. At least five people were killed and dozens of others were wounded in the blasts. No group claimed responsibility; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),5,24
2015,Egypt,Arish,31.126646,33.800865,"04/12/2015: An explosives-laden vehicle detonated near a police station in Arish city, North Sinai governorate, Egypt. Eight people were killed and 44 others were wounded in the blast. The Sinai Province of the Islamic State claimed responsibility for the incident; sources also attributed the attack to Egyptian Tawhid and Jihad.",Bombing/Explosion,Police,Sinai Province of the Islamic State,7,44
2015,Iraq,Baghdad,33.303566,44.371773,"04/13/2015: An explosives-laden vehicle detonated near a market in Amil area, Baghdad city, Baghdad governorate, Iraq. At least five people were killed and 25 others were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),5,25
2015,India,Cholnar,19.209141,81.991659,"04/13/2015: Assailants detonated an explosive device and opened fire targeting Chhattisgarh Armed Force (CAF) personnel along the Cholnar-Kirandul road in Cholnar area, Chhattisgarh state, India. Five CAF soldiers were killed and seven others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist).",Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),5,7
2015,India,Kanker district,20.270755,81.490967,"04/13/2015: Assailants opened fire on a Border Security Force (BSF) camp in Kanker district, Chhattisgarh state, India. Two people, an assailant and a BSF soldier, were killed and a BSF soldier was injured in the ensuing clash. In addition, three explosive devices were discovered and defused following the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist).",Bombing/Explosion,Military,Communist Party of India - Maoist (CPI-Maoist),4,7
2015,Yemen,Lahij,13.063399,44.880882,"04/13/2015: An explosives-laden bicycle detonated at a Yemeni Army site in Lahij city, Lahij governorate, Yemen. Fifteen soldiers were killed and five soldiers and five civilians were wounded in the blast. Al-Qaida in the Arabian Peninsula (AQAP) claimed responsibility for the incident.",Bombing/Explosion,Military,Al-Qaida in the Arabian Peninsula (AQAP),15,10
2015,Somalia,Mogadishu,2.059819,45.326115,"04/14/2015: Two suicide bombers detonated an explosives-laden vehicle and an explosives-laden bicycle at the Ministry of Education, Culture and Higher Education in Mogadishu city, Banaadir region, Somalia. Five other assailants then stormed the building, leading to a clash with security forces. In addition to seven assailants, at least 17 people were killed and 15 others were wounded. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion,Government (General),Al-Shabaab,17,15
2015,Iraq,Mahmudiyah,33.057991,44.354839,"04/14/2015: An explosives-laden vehicle detonated in a commercial area in Mahmudiyah district, Babil governorate, Iraq. At least four people were killed and 15 others were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),4,15
2015,Iraq,Baghdad,33.303566,44.371773,"04/14/2015: An explosives-laden vehicle detonated in a car park in Baghdad city, Baghdad governorate, Iraq. At least five people were killed and 17 others were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Unknown,5,17
2015,Iraq,Baghdad,33.303566,44.371773,"04/14/2015: An explosives-laden vehicle detonated near shops in Mashtal area, Baghdad city, Baghdad governorate, Iraq. At least five people were killed and 20 others were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Unknown,5,20
2015,Iraq,Madain,33.100529,44.584492,"04/14/2015: An explosive device and explosives-laden vehicle detonated at a taxi stand in Madain area, Diyala governorate, Iraq. Four people were killed and 12 others were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Transportation,Unknown,4,12
